Main_ID,RAdeg,DEdeg,PosErr,Pos_ref,Popular_ID,Status,Spectype,Spectype_ref,Spectype_flag,Class,Compact,Compact_ref,Compact_flag,Bursts,Bursts_ref,Mx,Mx_err,Mx_ref,Mx_flag,Mo,Mo_err,Mo_ref,Mo_flag,Period,Period_err,Period_ref,Period_flag,K2,K2_err,K2_ref,K2_flag,Spin_period_derivative,Spin_period_derivative_err,Spin_period_derivative_ref,Spin_period_derivative_flag,Eccentricity,Eccentricity_err,Eccentricity_ref,Eccentricity_flag,Spin_period,Spin_period_err,Spin_period_ref,Spin_period_flag,RV,RV_err,RV_ref,RV_flag,Gaia_Distance,Gaia_Distance_err_lo,Gaia_Distance_err_up,Gaia_flag,Other_Distance,Other_Distance_err,Other_Distance_ref,Other_Distance_flag,Merged_Dist,Globular_cluster,Comments,best_ID,HEAO_ID,HEAO_RA,HEAO_Dec,HEAO_err,HEAO_ref,UHURU4_ID,UHURU4_RA,UHURU4_Dec,UHURU4_err,UHURU4_ref,ARIEL3_ID,ARIEL3_RA,ARIEL3_Dec,ARIEL3_err,ARIEL3_ref,IGR_ID,IGR_RA,IGR_Dec,IGR_err,IGR_ref,2E_ID,2E_RA,2E_Dec,2E_err,2E_ref,ROSAT_ID,ROSAT_RA,ROSAT_Dec,ROSAT_err,ROSAT_ref,ROSATF_ID,ROSATF_RA,ROSATF_Dec,ROSATF_err,ROSATF_ref,FERMI_ID,FERMI_RA,FERMI_Dec,FERMI_err,FERMI_ref,SAX_ID,SAX_RA,SAX_Dec,SAX_err,SAX_ref,Swift_ID,Swift_RA,Swift_Dec,Swift_err,Swift_ref,XMM_ID,XMM_RA,XMM_Dec,XMM_err,XMM_ref,Chandra_ID,Chandra_RA,Chandra_Dec,Chandra_err,Chandra_ref,2MASS_ID,2MASS_RA,2MASS_Dec,2MASS_err,2MASS_ref,Gaia_ID,Gaia_RA,Gaia_Dec,Gaia_err,Gaia_ref
V* HZ Her,254.45753928274712,35.342322460719195,3.0721799056563115E-9,,Her X-1,confirmed,A-F,1994ApJ...436..319A,1,,NS,1972ApJ...174L.143T,0,,,1.5,0.3,1997MNRAS.288...43R,0,2.3,0.3,1997MNRAS.288...43R,0,40.80402696,2.4E-7,1981ApJ...247.1003D,0,109.0,3.0,1997MNRAS.288...43R,0,,,,,4.2E-4,3.0E-5,2009A&A...500..883S,0,1.2368,6.0E-4,1972ApJ...174L.143T,0,-65.0,2.0,1997MNRAS.288...43R,0,7004.0,-543.0,643.0,0,,,,,7004.0,,,Gaia DR3 1338822021487330304,1H1656+354,254.4605,35.3444,0.0,,,,,,,3A 1656+353,254.4907,35.3045,0.033384622341122945,,Her X-1,254.458,35.342,0.0033333333830038708,,,,,,,1WGA J1657.8+3520,254.4587,35.3429,0.003611111111111111,,,,,,,,,,,,Her X-1,254.467,35.337,0.026666667064030966,,2SXPS J165749.9+352031,254.45827,35.34209,9.722222222222222E-4,,4XMM J165749.7+352032,254.457421,35.342443,2.0319444444444446E-5,,2CXO J165749.7+352033,254.45735304335062,35.34251176444104,3.406730162872047E-4,,2MASS J16574981+3520323,254.457553,35.342331,1.9444444527228672E-5,,1338822021487330304,254.45753928274712,35.342322460719195,3.0721799056563115E-9,
Swift J1658.2-4242,254.55286656220522,-42.69897375422123,1.1815592646598817E-7,,Swift J1658.2-4242,confirmed,K,2018ATel11342....1B,2,,BH,2023MNRAS.522.2065M,2,,,14.0,,2023MNRAS.522.2065M,2,,,,,4.0,0.4,2023MNRAS.522.2065M,2,,,,,,,,,,,,,8.7274,0.0078,2018ATel11311....1K,2,,,,,3646.0,-1895.0,1716.0,1,,,,,,,,Gaia DR3 5966232529369270784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J165812.5-424154,254.55211,-42.69846,8.333333333333333E-4,,4XMM J165812.8-424153,254.553378,-42.698312,2.5130333333333335E-4,,,,,,,2MASS J16581268-4241563,254.552871,-42.698997,3.6111109786563447E-5,,5966232529369270784,254.55286656220522,-42.69897375422123,1.1815592646598817E-7,
MAXI J1659-152,254.757,-15.258,2.777777777777778E-8,,MAXI J1659-152,confirmed,M2-5V,2018MNRAS.475.1036C,1,,BH,2010ATel.2881....1K,0,,,5.4,2.1,2021MNRAS.501.2174T,0,0.15,0.05,2011arXiv1102.2102K,1,2.4139,5.0E-4,2011arXiv1102.2102K,0,750.0,80.0,2021MNRAS.501.2174T,1,,,,,,,,,,,,,,,,,,,,,,,,,,,companion mass from scaling law;2011ApJ...736...22K;,MAXI J1659-152,,,,,,,,,,,,,,,,MAXI J1659-152,254.761,-15.256,0.004166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J165901.6-151528,254.75673,-15.25805,9.722222222222222E-4,,4XMM J165901.6-151528,254.756902,-15.258033,2.068647222222222E-4,,2CXO J165901.7-151528,254.75711782211079,-15.258036366208474,1.9720544861327678E-4,,,,,,,0,,,,
IGR J16597-3704,254.8864763207082,-37.12088283759814,1.4652212460835777E-7,,IGR J16597-3704,confirmed,,,,,NS,2018A&A...610L...2S,0,,,,,,,0.0065,-1.0,2018A&A...610L...2S,0,0.76617,8.0E-5,2018A&A...610L...2S,0,,,,,2.16E-5,2.4E-6,2018A&A...610L...2S,0,0.04,-99.0,2018A&A...610L...2S,0,0.009507888149,3.0E-11,2018A&A...610L...2S,0,,,,,7564.0,-2588.0,3451.0,0,,,,,7564.0,,GC;,Gaia DR3 5976655148018528128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J165932.7-370714,254.88648,-37.12067,9.722222222222222E-4,,,,,,,2CXO J165932.7-370715,254.8864343994136,-37.12090457714804,1.997669780774987E-4,,,,,,,5976655148018528128,254.8864763207082,-37.12088283759814,1.4652212460835777E-7,
AX J1659.0-4208,255.07999999999996,-42.33861111111111,1.6666666666666666E-4,,AX J1659.0-4208,confirmed,,,,,NS / WD,2013AstL...39..523R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,2013AstL...39..523R,1,8500.0,,Symbiotic LMXB or CV ?;2013AstL...39..523R;,2CXO J170019.2-422019,,,,,,,,,,,,,,,,AX J1700.2-4220,255.075,-42.34,0.020666666825612384,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J170019.3-422020,255.08074,-42.33914,7.777777645323012E-4,,4XMM J170019.3-422019,255.080446,-42.338873,5.307341666666667E-4,,2CXO J170019.2-422019,255.08037320535254,-42.33863811657038,2.0205631512594825E-4,,,,,,,0,,,,
[KRL2007b] 214,255.243589,-46.185717,6.421027777777777E-5,,XTE J1701-462,confirmed,,,,,NS,2006ATel..748....1H,0,yes,2009ApJ...699...60L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,1.3,2009ApJ...699...60L,1,8800.0,,kHz QPO;2006ATel..748....1H;Type I bursts;2009ApJ...699...60L;,4XMM J170058.4-461108,,,,,,,,,,,,,,,,XTE J1701-462,255.244,-46.186,0.006166666746139526,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J170058.4-461109,255.24372,-46.18586,3.611110978656345E-4,,4XMM J170058.4-461108,255.243589,-46.185717,6.421027777777777E-5,,2CXO J170058.4-461108,255.24354475980704,-46.1856378379775,1.9719990409340125E-4,,,,,,,0,,,,
CXOGlb J170112.5-300622,255.3023863609817,-30.106238294750735,5.597931643327078E-8,,NGC 6266 CX16,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.0,-192.0,325.0,0,6.412,0.105,2021MNRAS.505.5957B,0,6412.0,NGC 6266,GC;s36 in 2020MNRAS.498..292O;qLMXB candidate;2020MNRAS.498..292O;Secure Gaia counterpart located much closer;Similar discrepency in other LMXBs located in GCs;,Gaia DR3 6029365460551083904,1H1658-298,255.5255,-29.9415,0.0,,,,,,,3A 1658-298,255.5255,-29.9415,0.0,,,,,,,,,,,,1WGA J1701.2-3006,255.3042,-30.1064,0.003611111111111111,,,,,,,4FGL J1701.2-3006,255.3026,-30.1063,0.013568,,,,,,,2SXPS J170112.1-300623,255.30076,-30.10651,0.0015277777777777779,,,,,,,2CXO J170112.5-300622,255.30244587669245,-30.1062191843539,1.998964720058542E-4,,,,,,,6029365460551083904,255.3023863609817,-30.106238294750735,5.597931643327078E-8,
CXOGlb J170113.0-300655,255.30407752834031,-30.11523469456288,8.942497041490343E-6,,NGC 6266 CX4,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6.412,0.105,2021MNRAS.505.5957B,0,6412.0,NGC 6266,GC;s15 in 2020MNRAS.498..292O;qLMXB candidate;2020MNRAS.498..292O;,Gaia DR3 6029365357471853312,1H1658-298,255.5255,-29.9415,0.0,,,,,,,3A 1658-298,255.5255,-29.9415,0.0,,,,,,,,,,,,1WGA J1701.2-3006,255.3042,-30.1086,0.003611111111111111,,,,,,,4FGL J1701.2-3006,255.3026,-30.1063,0.013568,,,,,,,2SXPS J170113.1-300648,255.30467,-30.11361,3.055555621782939E-4,,,,,,,2CXO J170113.1-300655,255.30458897798508,-30.115393266004627,1.98889314442681E-4,,,,,,,6029365357471853312,255.30407752834031,-30.11523469456288,8.942497041490343E-6,
CXOGlb J170113.1-300642,255.30451126499952,-30.11188862856558,1.9630491733551028E-7,,NGC 6266 CX5,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.412,0.105,2021MNRAS.505.5957B,0,6412.0,NGC 6266,GC;s27 in 2020MNRAS.498..292O;qLMXB candidate;2020MNRAS.498..292O;,Gaia DR3 6029365357572965632,1H1658-298,255.5255,-29.9415,0.0,,,,,,,3A 1658-298,255.5255,-29.9415,0.0,,,,,,,,,,,,1WGA J1701.2-3006,255.3042,-30.1086,0.003611111111111111,,,,,,,4FGL J1701.2-3006,255.3026,-30.1063,0.013568,,,,,,,2SXPS J170113.1-300648,255.30467,-30.11361,3.055555621782939E-4,,,,,,,2CXO J170113.1-300642,255.30461358767604,-30.111762035338238,1.9806113253860642E-4,,,,,,,6029365357572965632,255.30451126499952,-30.11188862856558,1.9630491733551028E-7,
CXOGlb J170113.7-300632,255.30681360920542,-30.108973999322803,7.697670327292549E-7,,NGC 6266 CX6,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6.412,0.105,2021MNRAS.505.5957B,0,6412.0,NGC 6266,GC;s31 in 2020MNRAS.498..292O;qLMXB candidate;2020MNRAS.498..292O;,Gaia DR3 6029365460551240960,1H1658-298,255.5255,-29.9415,0.0,,,,,,,3A 1658-298,255.5255,-29.9415,0.0,,,,,,,,,,,,1WGA J1701.2-3006,255.3042,-30.1086,0.003611111111111111,,,,,,,4FGL J1701.2-3006,255.3026,-30.1063,0.013568,,,,,,,,,,,,,,,,,2CXO J170113.7-300632,255.30734181651212,-30.109024013724856,1.9805377175080327E-4,,2MASS J17011362-3006315,255.306754,-30.108761,1.9444444527228672E-5,,6029365460551240960,255.30681360920542,-30.108973999322803,7.697670327292549E-7,
4U 1701-407,255.434785,-40.858208,1.9444444527228672E-5,,XTE J1701-407,confirmed,,,,,NS,2008ATel.1616....1M,0,yes,2008ATel.1616....1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;2008ATel.1616....1M;,2MASS J17014434-4051295,,,,,,,,,,,,,,,,XTE J1701-407,255.435,-40.858,0.00900000035762787,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J170144.2-405133,255.43449,-40.85934,5.555555555555556E-4,,,,,,,2CXO J170144.3-405130,255.43469744978756,-40.858393615978116,1.971943594176303E-4,,2MASS J17014434-4051295,255.434785,-40.858208,1.9444444527228672E-5,,0,,,,
MXB 1658-298,255.48695267161077,-29.94865727443165,3.845684644248751E-8,,MXB 1659-29,confirmed,,,,,NS,2008ApJS..179..360G,0,yes,2008ApJS..179..360G,,,,,0.9,0.3,2018MNRAS.473.3490I,1,7.1161099,3.0E-7,2018MNRAS.473.3490I,0,,,,,,,,,,,,,0.001749,1.5E-5,2001ApJ...549L..71W,0,-49.0,16.0,2018MNRAS.481L..94P,0,2906.0,-999.0,1966.0,0,,,,,2906.0,,Type I burst;2008ApJS..179..360G;,Gaia DR3 6029391672720471680,1H1658-298,255.5255,-29.9415,0.0,,,,,,,3A 1658-298,255.5255,-29.9415,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,H 1658-298,255.494,-29.955,0.02833333412806193,,2SXPS J170158.9-295703,255.49569,-29.9511,3.055555621782939E-4,,4XMM J170158.4-295756,255.493368,-29.965766,2.6148527777777777E-4,,2CXO J170156.7-295655,255.48665425758622,-29.94875405205092,2.0820736826589908E-4,,2MASS J17015686-2956552,255.486952,-29.948671,3.6111109786563447E-5,,6029391672720471680,255.48695267161077,-29.94865727443165,3.845684644248751E-8,
V* V821 Ara,255.70575354294604,-48.78976826464387,4.824192987547981E-8,,GX 339-4,confirmed,K1-2III,2017ApJ...846..132H,0,,BH,2003ApJ...583L..95H,0,,,5.9,3.6,2017ApJ...846..132H,0,,,,,42.2088,0.012,2017ApJ...846..132H,0,219.0,3.0,2017ApJ...846..132H,0,,,,,,,,,,,,,26.0,2.0,2017ApJ...846..132H,0,5126.0,-1616.0,2118.0,0,,,,,5126.0,,,Gaia DR3 5938658156448950528,1H1659-487,255.7078,-48.791,0.0,,,,,,,3A 1659-487,255.7078,-48.791,0.0,,GX 339-4,255.706,-48.79,0.0031666666269302367,,,,,,,,,,,,,,,,,,,,,,GX 339-4,255.665,-48.786,0.026666667064030966,,2SXPS J170249.3-484724,255.70555,-48.79005,4.1666666666666664E-4,,4XMM J170249.1-484723,255.70487,-48.789747,6.718277777777778E-5,,2CXO J170249.3-484723,255.7058109855086,-48.78974900394868,1.9724610366347542E-4,,2MASS J17024936-4847228,255.705667,-48.789673,2.777777819169892E-5,,5938658156448950528,255.70575354294604,-48.78976826464387,4.824192987547981E-8,
V* V1101 Sco,256.43537716266496,-36.423092343177295,3.165276721119881E-8,,GX 349+2,confirmed,,,,,NS,1998A&A...332..845K,1,,,,,,,0.78,0.07,2009A&A...505.1143I,2,22.53,0.02,1997ApJ...490..401W,0,,,,,,,,,,,,,,,,,,,,,6133.0,-1743.0,2557.0,2,,,,,,,,Gaia DR3 5976748056765619328,1H1702-363,256.4399,-36.4273,0.0,,,,,,,3A 1702-363,256.4399,-36.4273,0.0,,GX 349+2,256.435,-36.423,0.0033333333830038708,,,,,,,,,,,,,,,,,,,,,,GX 349+2,256.429,-36.416,0.026666667064030966,,,,,,,,,,,,,,,,,2MASS J17054449-3625231,256.435378,-36.423084,1.9444444527228672E-5,,5976748056765619328,256.43537716266496,-36.423092343177295,3.165276721119881E-8,
X Ara X-1,256.5638083333333,-43.03574722222222,1.6666666666666666E-4,,GX 340-0,confirmed,,,,,NS,2008ApJS..179..360G,0,yes,2008ApJS..179..360G,1.9,0.3,2017A&A...608A..31N,1,,,,,,,,,,,,,,,,,,,,,0.00303,5.0E-5,1999ApJ...512L.125M,0,,,,,,,,,5.65,0.55,2017A&A...608A..31N,1,5650.0,,QPO;1999ApJ...512L.125M;Type I bursts;2008ApJS..179..360G;,GX 340-0,,,,,,,,,,,,,,,,4U 1702-429,256.564,-43.036,0.005333333214124044,,,,,,,,,,,,,,,,,,,,,,4U 1702-429,256.542,-43.054,0.026666667064030966,,2SXPS J170615.4-430208,256.56447,-43.0356,9.722222222222222E-4,,4XMM J170615.4-430209,256.564187,-43.035982,5.277777777777777E-4,,2CXO J170615.3-430208,256.56391676855503,-43.035800555715255,1.9720360045730585E-4,,,,,,,0,,,,
IGR J17062-6143,256.5678,-61.7113,1.0305555555555555E-7,,IGR J17062-6143,confirmed,,,,,NS,2012ATel.4219....1D,0,yes,2012ATel.4219....1D,,,,,0.005,-1.0,2018ApJ...858L..13S,1,0.632836,3.0E-6,2018ApJ...858L..13S,0,,,,,-7.26E-10,1.7E-11,2021ApJ...912..120B,0,0.03,-99.0,2018ApJ...858L..13S,0,0.006110373757,3.0E-13,2018ApJ...858L..13S,0,,,,,3618.0,-1454.0,4419.0,0,,,,,3618.0,,Type I bursts;2012ATel.4219....1D;,IGR J17062-6143,,,,,,,,,,,,,,,,IGR J17062-6143,256.569,-61.712,0.022333333889643352,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J170616.2-614240,256.56754,-61.71115,6.111111243565878E-4,,4XMM J170616.3-614240,256.568065,-61.711259,1.4866305555555554E-4,,,,,,,,,,,,5913619493527584768,256.5677727507306,-61.71128334872935,1.0310585300127667E-7,
V* V934 Her,256.6438,23.9718,7.944444444444445E-9,,4U 1700+24,confirmed,M2III,2002A&A...382..104M,0,,NS,1983ApJ...267..291G,1,,,,,,,2.5,-99.0,2002ApJ...580.1065G,1,9696.0,72.0,2002ApJ...580.1065G,0,0.75,0.12,2002ApJ...580.1065G,0,,,,,0.26,0.15,2002ApJ...580.1065G,0,,,,,-48.7,0.1,2002ApJ...580.1065G,0,542.0,-16.0,17.0,0,,,,,542.0,,,4U 1700+24,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1706.5+2358,256.6442,23.9742,0.003611111111111111,,,,,,,,,,,,4U 1700+24,256.64,23.959,0.04000000158945719,,2SXPS J170634.2+235819,256.64255,23.97203,9.722222222222222E-4,,4XMM J170634.5+235818,256.643828,23.971837,4.517638888888889E-5,,2CXO J170634.5+235818,256.64376014890286,23.97183611233714,1.9725534227903099E-4,,2MASS J17063452+2358186,256.64387,23.971846,8.055555323759715E-5,,4571810378118789760,256.64376094253794,23.971819516245443,7.954404378930728E-9,
V* V2107 Oph,257.0604181899455,-25.09174883947818,4.521815975507101E-7,,H 1705-25,confirmed,K7V,1997PASP..109..461F,0,,BH,1997PASP..109..461F,0,,,6.65,0.25,1997PASP..109..461F,0,0.45,15.0,1997PASP..109..461F,0,12.5496,0.106,1997PASP..109..461F,0,447.6,3.9,1997PASP..109..461F,0,,,,,,,,,,,,,-30.6,2.4,1997PASP..109..461F,0,6178.0,-3013.0,2991.0,0,,,,,,,,Gaia DR3 4112450294268643456,1H1705-250,257.0574,-25.0942,0.0,,,,,,,3A 1705-250,257.0574,-25.0942,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4112450294268643456,257.0604181899455,-25.09174883947818,4.521815975507101E-7,
4U 1705-32,257.22613961873617,-32.31546206536345,3.4650044308768385E-7,,4U 1705-32,confirmed,,,,,NS,2004NuPhS.132..486I,0,yes,2004NuPhS.132..486I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6067.0,-2423.0,2358.0,0,,,,,251.0,,Type I burst;2004NuPhS.132..486I;UCXB candidate;2019MNRAS.488.5014A;,Gaia DR3 5980107751948681344,,,,,,,,,,,,,,,,4U 1705-32,257.226,-32.333,0.014999999602635702,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J170854.3-321855,257.22644,-32.31545,6.111111243565878E-4,,4XMM J170854.3-321856,257.226304,-32.31581,1.2632583333333332E-4,,2CXO J170854.2-321857X,257.22622639886293,-32.31589117935418,4.613535441556917E-4,,,,,,,5980107751948681344,257.22613961873617,-32.31546206536345,3.4650044308768385E-7,
4U 1705-44,257.2269583333333,-44.102041666666665,1.6666666666666666E-4,,4U 1705-44,confirmed,,,,,NS,1985IAUC.4111....1S,0,yes,1985IAUC.4111....1S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;1985IAUC.4111....1S;,4U 1705-44,,,,,,,,,,,3A 1705-440,257.2332,-44.1037,0.0,,4U 1705-440,257.227,-44.102,0.004666666686534882,,,,,,,,,,,,,,,,,,,,,,4U 1705-440,257.219,-44.13,0.026666667064030966,,,,,,,4XMM J170854.3-440608,257.22644,-44.102327,1.824663888888889E-4,,,,,,,,,,,,0,,,,
[KRL2007b] 222,257.28170860731484,-36.40708559732498,9.98352434900072E-7,,IGR J17091-3624,confirmed,,,,,BH,2005A&A...430..997L,1,,,12.2,3.5,2015ApJ...807..108I,1,,,,,100.0,-1.0,2012MNRAS.422L..91W,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,Gaia DR3 5976921951382731520,,,,,,,,,,,,,,,,IGR J17091-3624,257.282,-36.407,0.007166666785875956,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J170907.4-362424,257.28103,-36.40675,2.777777777777778E-4,,4XMM J170907.6-362425,257.281852,-36.407078,2.0459E-4,,2CXO J170907.5-362425,257.28158277005446,-36.40704963747183,1.9719805588546663E-4,,,,,,,5976921951382731520,257.28170860731484,-36.40708559732498,9.98352434900072E-7,
[KRL2007b] 224,257.28170860731484,-36.40708559732498,9.98352434900072E-7,,IGR J17098-3628,confirmed,,,,,BH,2007ESASP.622..373G,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,Gaia DR3 5976921951382731520,,,,,,,,,,,,,,,,IGR J17091-3624,257.282,-36.407,0.007166666785875956,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J170907.4-362424,257.28103,-36.40675,2.777777777777778E-4,,4XMM J170907.6-362425,257.281852,-36.407078,2.0459E-4,,2CXO J170907.5-362425,257.28158277005446,-36.40704963747183,1.9719805588546663E-4,,,,,,,5976921951382731520,257.28170860731484,-36.40708559732498,9.98352434900072E-7,
RX J1709.5-2639,257.32929134478707,-26.69992690397127,7.189357943005033E-7,,XTE J1709-267,confirmed,,,,,NS,1998ApJ...508L.163C,0,yes,1998ApJ...508L.163C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Type I bursts;1998ApJ...508L.163C;recently detected;2020ATel14047....1A;,Gaia DR3 4108865233507266304,,,,,,,,,,,,,,,,XTE J1709-267,257.377,-26.656,0.01899999976158142,,,,,,,,,,,,,,,,,,,,,,RX J1709.5-2639,257.347,-26.686,0.034999998410542806,,2SXPS J170927.7-264022,257.36545,-26.67291,0.001305555502573649,,4XMM J170927.7-263958,257.36575,-26.666362,7.1565E-4,,2CXO J170918.9-264200,257.32887198811795,-26.700010419493704,0.0011564776734735477,,2MASS J17091907-2642022,257.329476,-26.700613,3.6111109786563447E-5,,4108865233507266304,257.32929134478707,-26.69992690397127,7.189357943005033E-7,
[KRL2007b] 225,257.5524949037073,-28.130873716862556,4.652943544917637E-7,,XTE J1710-281,confirmed,,,,,NS,2001AAS...199.2704M,0,yes,2008ApJS..179..360G,,,,,,,,,3.281063218,7.2E-9,2011MNRAS.413....2J,0,,,,,,,,,,,,,,,,,,,,,,,,0,15.0,,2001AAS...199.2704M,1,15000.0,,Type I burst;2008ApJS..179..360G;,Gaia DR3 4108449755564592256,,,,,,,,,,,,,,,,XTE J1710-281,257.551,-28.132,0.012000000476837159,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J171013.1-280755,257.55487,-28.13214,8.611110846201579E-4,,4XMM J171012.7-280753,257.552926,-28.131532,1.914938888888889E-4,,2CXO J171012.5-280750,257.55234716674045,-28.130797585999307,1.9773884183600478E-4,,,,,,,4108449755564592256,257.5524949037073,-28.130873716862556,4.652943544917637E-7,
SAX J1711.6-3808,257.8999999999999,-38.13333333333333,2.777777777777778E-4,,SAX J1711.6-3808,confirmed,,,,,BH,2002A&A...390..597I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isolated BH ?;2018MNRAS.475.1251M;,SAX J1711.6-3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
4U 1708-40,258.06978,-40.84613,0.001444444391462538,,4U 1708-40,confirmed,,,,,NS,2003MNRAS.342..909M,0,yes,2003MNRAS.342..909M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;2003MNRAS.342..909M;,2SXPS J171216.7-405046,,,,,,,,,,,,,,,,4U 1708-40,258.099,-40.843,0.022166667381922404,,,,,,,,,,,,,,,,,,,,,,4U 1708-40,258.073,-40.851,0.026666667064030966,,2SXPS J171216.7-405046,258.06978,-40.84613,0.001444444391462538,,,,,,,,,,,,,,,,,0,,,,
[KRL2007b] 228,258.151201,-37.676126,2.702763888888889E-4,,SAX J1712.6-3739,confirmed,,,,,NS,1999IAUC.7247....3C,0,yes,1999IAUC.7247....3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,0.5,2020ApJ...903...37L,1,5100.0,,Type I burst;1999IAUC.7247....3C;UCXB candidate;2007A&A...465..953I;,4XMM J171236.2-374034,,,,,,,,,,,,,,,,SAX J1712.6-3739,258.142,-37.643,0.00900000035762787,,,,,,,,,,,,,,,,,,,,,,SAX J1712.6-3739,258.136,-37.664,0.029999999205271403,,2SXPS J171238.3-373907,258.1599,-37.6522,0.0013333333863152397,,4XMM J171236.2-374034,258.151201,-37.676126,2.702763888888889E-4,,,,,,,,,,,,0,,,,
SWIFT J1713.4-4219,258.42087499999997,-42.31041666666666,6.111111111111112E-4,2019ATel13226....1B,SWIFT J1713.4-4219,confirmed,KV,2021MNRAS.503..472O,2,,BH,2019ATel13247....1C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,-1.0,2021MNRAS.503..472O,1,5200.0,,,SWIFT J1713.4-4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
TYC 6824-713-1,258.5480234211791,-29.533135899283426,4.439352390666804E-9,,NGC 6304 C,confirmed,III,2009MNRAS.392..665G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.0,-12.0,9.0,0,6.152,0.15,2021MNRAS.505.5957B,0,6152.0,NGC 6304,qLMXB;2009MNRAS.392..665G;GC;Gaia counterpart is located much closer;same happens with other qLMXB candidate in NGC 6304;,Gaia DR3 4107308973568118784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1714.2-2928,258.5694,-29.4794,0.05051,,,,,,,,,,,,4XMM J171411.5-293158,258.548252,-29.532856,2.2943E-4,,2CXO J171411.5-293159,258.5480917726303,-29.533094915523698,2.0458739660641925E-4,,2MASS J17141152-2931594,258.548034,-29.533167,1.6666666294137637E-5,,4107308973568118784,258.5480234211791,-29.533135899283426,4.439352390666804E-9,
4U 1711-34,258.58193275141946,-34.04629757453376,8.147725628481972E-8,,2S 1711-339,confirmed,,,,,NS,2004ATel..233....1T,0,yes,2004ATel..233....1T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6682.0,-3276.0,3689.0,0,,,,,6682.0,,Type I burst;2004ATel..233....1T;,Gaia DR3 5978956563251323264,,,,,,,,,,,,,,,,2S 1711-339,258.577,-34.032,0.03216666579246521,,,,,,,,,,,,,,,,,,,,,,2S 1711-339,258.578,-34.029,0.029999999205271403,,2SXPS J171419.4-340243,258.58111,-34.04528,9.722222222222222E-4,,,,,,,2CXO J171419.7-340246,258.5822510115005,-34.046334697326245,1.9842515024916599E-4,,2MASS J17141970-3402479,258.582087,-34.046665,1.6666666294137637E-5,,5978956563251323264,258.58193275141946,-34.04629757453376,8.147725628481972E-8,
